"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2018-1257,NVD-CWE-noinfo,"Spring Framework, versions 5.0.x prior to 5.0.6, versions 4.3.x prior to 4.3.17, and older unsupported versions allows applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a regular expression, denial of service attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2020-5421,NVD-CWE-noinfo,"In Spring Framework versions 5.2.0 - 5.2.8, 5.1.0 - 5.1.17, 5.0.0 - 5.0.18, 4.3.0 - 4.3.28, and older unsupported versions, the protections against RFD attacks from CVE-2015-5211 may be bypassed depending on the browser used through the use of a jsessionid path parameter.",NVD,LOW,3.6,/AV:N/AC:H/Au:S/C:P/I:P/A:N,MEDIUM,6.5,/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:N,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2022-22950,CWE-770 Allocation of Resources Without Limits or Throttling,"n Spring Framework versions 5.3.0 - 5.3.16 and older unsupported versions, it is possible for a user to provide a specially crafted SpEL expression that may cause a denial of service condition.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2022-22965,CWE-94 Improper Control of Generation of Code ('Code Injection'),"A Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding. The specific exploit requires the application to run on Tomcat as a WAR deployment. If the application is deployed as a Spring Boot executable jar, i.e. the default, it is not vulnerable to the exploit. However, the nature of the vulnerability is more general, and there may be other ways to exploit it.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2022-22968,CWE-178 Improper Handling of Case Sensitivity,"In Spring Framework versions 5.3.0 - 5.3.18, 5.2.0 - 5.2.20, and older unsupported versions, the patterns for disallowedFields on a DataBinder are case sensitive which means a field is not effectively protected unless it is listed with both upper and lower case for the first character of the field, including upper and lower case for the first character of all nested fields within the property path.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:N,MEDIUM,5.3,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2022-22970,CWE-770 Allocation of Resources Without Limits or Throttling,"In spring framework versions prior to 5.3.20+ , 5.2.22+ and old unsupported versions, applications that handle file uploads are vulnerable to DoS attack if they rely on data binding to set a MultipartFile or javax.servlet.Part to a field in a model object.",NVD,LOW,3.5,/AV:N/AC:M/Au:S/C:N/I:N/A:P,MEDIUM,5.3,/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2022-27772,CWE-668 Exposure of Resource to Wrong Sphere,** UNSUPPORTED WHEN ASSIGNED ** spring-boot versions prior to version v2.2.11.RELEASE was vulnerable to temporary directory hijacking. This vulnerability impacted the org.springframework.boot.web.server.AbstractConfigurableWebServerFactory.createTempDir method. NOTE: This vulnerability only affects products and/or versions that are no longer supported by the maintainer.,NVD,MEDIUM,4.6,/AV:L/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.8,/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2013-4152,"CWE-264 Permissions, Privileges, and Access Controls","The Spring OXM wrapper in Spring Framework before 3.2.4 and 4.0.0.M1, when using the JAXB marshaller, does not disable entity resolution, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via an XML external entity declaration in conjunction with an entity reference in a (1) DOMSource, (2) StAXSource, (3) SAXSource, or (4) StreamSource, aka an XML External Entity (XXE) issue.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2013-7315,"CWE-264 Permissions, Privileges, and Access Controls","The Spring MVC in Spring Framework before 3.2.4 and 4.0.0.M1 through 4.0.0.M2 does not disable external entity resolution for the StAX XMLInputFactory, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML with JAXB, aka an XML External Entity (XXE) issue, and a different vulnerability than CVE-2013-4152.  NOTE: this issue was SPLIT from CVE-2013-4152 due to different affected versions.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2014-0054,CWE-352 Cross-Site Request Forgery (CSRF),"The Jaxb2RootElementHttpMessageConverter in Spring MVC in Spring Framework before 3.2.8 and 4.0.0 before 4.0.2 does not disable external entity resolution, which allows remote attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML, aka an XML External Entity (XXE) issue.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-4152, CVE-2013-7315, and CVE-2013-6429.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2016-1000027,CWE-502 Deserialization of Untrusted Data,"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2017-8046,CWE-20 Improper Input Validation,"Malicious PATCH requests submitted to servers using Spring Data REST versions prior to 2.6.9 (Ingalls SR9), versions prior to 3.0.1 (Kay SR1) and Spring Boot versions prior to 1.5.9, 2.0 M6 can use specially crafted JSON data to run arbitrary Java code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2018-11039,NVD-CWE-noinfo,"Spring Framework (versions 5.0.x prior to 5.0.7, versions 4.3.x prior to 4.3.18, and older unsupported versions) allow web applications to change the HTTP request method to any HTTP method (including TRACE) using the HiddenHttpMethodFilter in Spring MVC. If an application has a pre-existing XSS vulnerability, a malicious user (or attacker) can use this filter to escalate to an XST (Cross Site Tracing) attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2018-11040,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,"Spring Framework, versions 5.0.x prior to 5.0.7 and 4.3.x prior to 4.3.18 and older unsupported versions, allows web applications to enable cross-domain requests via JSONP (JSON with Padding) through AbstractJsonpResponseBodyAdvice for REST controllers and MappingJackson2JsonView for browser requests. Both are not enabled by default in Spring Framework nor Spring Boot, however, when MappingJackson2JsonView is configured in an application, JSONP support is automatically ready to use through the ""jsonp"" and ""callback"" JSONP parameters, enabling cross-domain requests.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2018-1196,CWE-59 Improper Link Resolution Before File Access ('Link Following'),"Spring Boot supports an embedded launch script that can be used to easily run the application as a systemd or init.d linux service. The script included with Spring Boot 1.5.9 and earlier and 2.0.0.M1 through 2.0.0.M7 is susceptible to a symlink attack which allows the ""run_user"" to overwrite and take ownership of any file on the same system. In order to instigate the attack, the application must be installed as a service and the ""run_user"" requires shell access to the server. Spring Boot application that are not installed as a service, or are not using the embedded launch script are not susceptible.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2018-1257,NVD-CWE-noinfo,"Spring Framework, versions 5.0.x prior to 5.0.6, versions 4.3.x prior to 4.3.17, and older unsupported versions allows applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a regular expression, denial of service attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2020-5421,NVD-CWE-noinfo,"In Spring Framework versions 5.2.0 - 5.2.8, 5.1.0 - 5.1.17, 5.0.0 - 5.0.18, 4.3.0 - 4.3.28, and older unsupported versions, the protections against RFD attacks from CVE-2015-5211 may be bypassed depending on the browser used through the use of a jsessionid path parameter.",NVD,LOW,3.6,/AV:N/AC:H/Au:S/C:P/I:P/A:N,MEDIUM,6.5,/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:N,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-configuration-processor-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot-configuration-processor\1.5.2.RELEASE\spring-boot-configuration-processor-1.5.2.RELEASE.jar,Spring Boot Configuration Processor,"",a18a1256215c749a4edf9a49c52f446a,61d54d02935369e2930534d8c1230138f1dae4dc,pkg:maven/org.springframework.boot/spring-boot-configuration-processor@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_boot_tools:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2022-22950,CWE-770 Allocation of Resources Without Limits or Throttling,"n Spring Framework versions 5.3.0 - 5.3.16 and older unsupported versions, it is possible for a user to provide a specially crafted SpEL expression that may cause a denial of service condition.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,34
